complex_id,complex_name,venues
sr:complex:40788,Francesco Guzzini Recanati Tennis Club,"[{'id': 'sr:venue:14520', 'name': 'Centrale', 'city_name': 'Recanati', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14522', 'name': 'Grandstand', 'city_name': 'Recanati', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:40790', 'name': 'Court 1', 'city_name': 'Recanati', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:40792', 'name': 'Court 2', 'city_name': 'Recanati', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:44124,Cary Leeds Center for Tennis & Learning,"[{'id': 'sr:venue:2053', 'name': 'Court 18', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:18587', 'name': 'Court P6', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:34242', 'name': 'Indoor 12', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:34248', 'name': 'Indoor 5', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:34250', 'name': 'Indoor 3', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65861', 'name': 'Stadium Court 1', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65863', 'name': 'Stadium Court 2', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65865', 'name': 'Court 3', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65867', 'name': 'Court 5', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65869', 'name': 'Court 7', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65871', 'name': 'Court 8', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65873', 'name': 'Court 10', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65875', 'name': 'Court 12', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65877', 'name': 'Court 1', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:65879', 'name': 'Court 6', 'city_name': 'New York', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:44126,National Sport Center Nanchang,"[{'id': 'sr:venue:14258', 'name': 'Central Court', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:14260', 'name': 'Court 1', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:14262', 'name': 'Court 2', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:14278', 'name': 'Court 3', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:16808', 'name': 'Court 8', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:16810', 'name': 'Court 7', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:16812', 'name': 'Court 6', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18665', 'name': 'Court 12', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18667', 'name': 'Court 11', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18683', 'name': 'Indoor 3', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:38443', 'name': 'CC', 'city_name': 'Nanchang', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
sr:complex:44128,Center Plains Tennis Center,"[{'id': 'sr:venue:19897', 'name': 'Centre Court', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:19903', 'name': 'Court 3', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:19909', 'name': 'Indoor 2', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:19911', 'name': 'Indoor 3', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:19913', 'name': 'Indoor 4', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:28705', 'name': 'Court 10', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:28707', 'name': 'Court 9', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:28709', 'name': 'Court 11', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:28711', 'name': 'Court 12', 'city_name': 'Zhengzhou', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
sr:complex:44130,Les Arenes de Metz,"[{'id': 'sr:venue:1339', 'name': 'Court Central', 'city_name': 'Metz', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:1340', 'name': 'Court 1', 'city_name': 'Metz', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:2088', 'name': 'Court 3', 'city_name': 'Metz', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:18705', 'name': 'Court Patrice Dominguez', 'city_name': 'Metz', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:44132', 'name': 'Court 2', 'city_name': 'Metz', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:44516,Ariake Tennis Forest Park Ariake Colesseum,"[{'id': 'sr:venue:1354', 'name': 'Court 1', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:1355', 'name': 'Court 2', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:1356', 'name': 'Center Court', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:1361', 'name': 'Court 3', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:1362', 'name': 'Court 4', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:2110', 'name': 'Court 8', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:13180', 'name': 'Court 9', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:18685', 'name': 'Colosseum', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:18727', 'name': 'Indoor 1', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:18729', 'name': 'Indoor 3', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:23540', 'name': 'Indoor Stadium', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:47006', 'name': 'Rakuten Mobile Arena', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:48799', 'name': 'Court 5', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:59338', 'name': 'Court 6', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:59340', 'name': 'Court 7', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:59342', 'name': 'Court 10', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:59344', 'name': 'Court 11', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:66043', 'name': 'Show Court', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:66089', 'name': 'Indoor Court 5', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:74612', 'name': 'Kinoshita Group Arena', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}, {'id': 'sr:venue:80733', 'name': 'Indoor 6', 'city_name': 'Tokyo', 'country_name': 'Japan', 'country_code': 'JPN', 'timezone': 'Asia/Tokyo'}]"
sr:complex:44518,Qi Zhong Tennis Center,"[{'id': 'sr:venue:1119', 'name': 'Shanghai Stadium', 'capacity': 56842, 'city_name': 'Shanghai', 'country_name': 'China', 'map_coordinates': '31.183503,121.437300', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1374', 'name': 'Grandstand', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1376', 'name': 'Court 4', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1377', 'name': 'Court 5', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1378', 'name': 'Stadium Court', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:2111', 'name': 'Centre Court', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:2113', 'name': 'Court 6', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:2709', 'name': 'Show Court', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:9573', 'name': 'Court 7', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:13196', 'name': 'Court A', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:13198', 'name': 'Court B', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:13200', 'name': 'Court C', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18631', 'name': 'Court 1', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18633', 'name': 'Court 2', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:18635', 'name': 'Court 3', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:23518', 'name': 'Indoor East', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:24398', 'name': 'Indoor 3', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:35072', 'name': 'Show Court 3', 'capacity': 1, 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:47156', 'name': 'Grandstand 2', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:80369', 'name': 'Indoor A1', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:80371', 'name': 'Indoor A3', 'city_name': 'Shanghai', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
sr:complex:44520,Olympic Tennis Courts,"[{'id': 'sr:venue:1349', 'name': 'Center Court', 'city_name': 'Seoul', 'country_name': 'Republic of Korea', 'country_code': 'KOR', 'timezone': 'Asia/Seoul'}, {'id': 'sr:venue:1350', 'name': 'Court 2', 'city_name': 'Seoul', 'country_name': 'Republic of Korea', 'country_code': 'KOR', 'timezone': 'Asia/Seoul'}, {'id': 'sr:venue:1351', 'name': 'Court 13', 'city_name': 'Seoul', 'country_name': 'Republic of Korea', 'country_code': 'KOR', 'timezone': 'Asia/Seoul'}, {'id': 'sr:venue:9485', 'name': 'Court 12', 'city_name': 'Seoul', 'country_name': 'Republic of Korea', 'country_code': 'KOR', 'timezone': 'Asia/Seoul'}]"
sr:complex:44522,Olympic Tennis School,"[{'id': 'sr:venue:1344', 'name': 'CENTRE', 'city_name': 'Tashkent', 'country_name': 'Uzbekistan', 'country_code': 'UZB', 'timezone': 'Asia/Tashkent'}, {'id': 'sr:venue:1345', 'name': 'COURT 3', 'city_name': 'Tashkent', 'country_name': 'Uzbekistan', 'country_code': 'UZB', 'timezone': 'Asia/Tashkent'}, {'id': 'sr:venue:1346', 'name': 'COURT 4', 'city_name': 'Tashkent', 'country_name': 'Uzbekistan', 'country_code': 'UZB', 'timezone': 'Asia/Tashkent'}, {'id': 'sr:venue:1347', 'name': 'COURT 5', 'city_name': 'Tashkent', 'country_name': 'Uzbekistan', 'country_code': 'UZB', 'timezone': 'Asia/Tashkent'}, {'id': 'sr:venue:2084', 'name': 'Court 1', 'city_name': 'Tashkent', 'country_name': 'Uzbekistan', 'country_code': 'UZB', 'timezone': 'Asia/Tashkent'}, {'id': 'sr:venue:2085', 'name': 'Court 2', 'city_name': 'Tashkent', 'country_name': 'Uzbekistan', 'country_code': 'UZB', 'timezone': 'Asia/Tashkent'}]"
sr:complex:44640,Eurosporting Cordenons,"[{'id': 'sr:venue:14766', 'name': 'Campo Centrale', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14768', 'name': 'Campo 11', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14770', 'name': 'Campo 12', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14780', 'name': 'Campo 13', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:14782', 'name': 'Campo 14', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:26283', 'name': 'Court 6', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:26285', 'name': 'Court 7', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:26287', 'name': 'Court 8', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:35650', 'name': 'Centre Court', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:44300', 'name': 'Serena Wines 1881', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:44318', 'name': 'Acqua Maniva', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:44638', 'name': 'CT Dolomia Serena', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:53231', 'name': 'Court 13', 'capacity': 1, 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:65341', 'name': 'Court 12', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}, {'id': 'sr:venue:72873', 'name': 'Serena Maniva Centre', 'city_name': 'Cordenons', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:46448,Hakons Hall,
sr:complex:46526,National Tennis Center,"[{'id': 'sr:venue:1364', 'name': 'Center', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1365', 'name': 'Court 1', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1366', 'name': 'Court 4', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1367', 'name': 'Court 5', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1368', 'name': 'Court 7', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1369', 'name': 'Court 8', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1370', 'name': 'Court 9', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:1371', 'name': 'Court 2', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:2102', 'name': 'Lotus', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:2103', 'name': 'Moon', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:2104', 'name': 'Court 3', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:9523', 'name': 'Court 6', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:15152', 'name': 'Brad Drewett', 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}, {'id': 'sr:venue:33578', 'name': 'Capital Group Diamond', 'capacity': 2000, 'city_name': 'Beijing', 'country_name': 'China', 'country_code': 'CHN', 'timezone': 'Asia/Shanghai'}]"
sr:complex:46550,Palais des Sports,"[{'id': 'sr:venue:3108', 'name': 'Stade de la Source', 'capacity': 7533, 'city_name': 'Orleans', 'country_name': 'France', 'map_coordinates': '47.840670,1.941293', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:15012', 'name': 'La Foret 4', 'city_name': 'Orleans', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}, {'id': 'sr:venue:15054', 'name': 'La Foret 1', 'city_name': 'Orleans', 'country_name': 'France', 'country_code': 'FRA', 'timezone': 'Europe/Paris'}]"
sr:complex:46552,Circolo del Tennis Firenze 1898,"[{'id': 'sr:venue:34868', 'name': 'Grandstand', 'city_name': 'Florence', 'country_name': 'Italy', 'country_code': 'ITA', 'timezone': 'Europe/Rome'}]"
sr:complex:47140,Tips Arena Linz,"[{'id': 'sr:venue:1385', 'name': 'Centre Court', 'city_name': 'Linz', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:1386', 'name': 'Match Court 1', 'city_name': 'Linz', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:24048', 'name': 'Court 2', 'city_name': 'Linz', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:24050', 'name': 'Court 3', 'city_name': 'Linz', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}, {'id': 'sr:venue:35086', 'name': 'Show Court', 'city_name': 'Linz', 'country_name': 'Austria', 'country_code': 'AUT', 'timezone': 'Europe/Vienna'}]"
sr:complex:47146,Solano Community College,"[{'id': 'sr:venue:16996', 'name': 'Stadium Court', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:16998', 'name': 'Court 1', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:18868', 'name': 'Eve Zimmerman Court', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:18870', 'name': 'Court 6', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:18872', 'name': 'Court 7', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:20225', 'name': 'Alumni Hall', 'capacity': 2479, 'city_name': 'Fairfield', 'country_name': 'USA', 'map_coordinates': '41.159444, -73.256866', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:20749', 'name': 'Campus Field', 'capacity': 10500, 'city_name': 'Fairfield', 'country_name': 'USA', 'map_coordinates': '41.2193,-73.2459', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:24062', 'name': 'Court 2', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:24064', 'name': 'Court 4', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:24066', 'name': 'Court 5', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:66689', 'name': 'Cammisa Court', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:66693', 'name': 'Kennedy-Grossman Court', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}, {'id': 'sr:venue:74536', 'name': 'Tad Taube Court', 'city_name': 'Fairfield', 'country_name': 'USA', 'country_code': 'USA', 'timezone': 'America/New_York'}]"
sr:complex:47302,Ice Palace Krylatskoye,"[{'id': 'sr:venue:949', 'name': 'Luzhniki Stadium', 'capacity': 81000, 'city_name': 'Moscow', 'country_name': 'Russia', 'map_coordinates': '55.715556,37.553611', 'country_code': 'RUS', 'timezone': 'Europe/Moscow'}]"
sr:complex:47306,Sportpark Ismaning,"[{'id': 'sr:venue:24334', 'name': 'Center Court', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:24336', 'name': 'Court 1', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:24338', 'name': 'Court 2', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:24340', 'name': 'Court 3', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:24342', 'name': 'Court 4', 'city_name': 'Ismaning', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
sr:complex:47476,DTB-Stutzpunkt,
sr:complex:47815,Playford City Tennis Centre,"[{'id': 'sr:venue:26349', 'name': 'Court 3', 'city_name': 'Playford City', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Adelaide'}, {'id': 'sr:venue:26351', 'name': 'Court 4', 'city_name': 'Playford City', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Adelaide'}, {'id': 'sr:venue:26353', 'name': 'Court 5', 'city_name': 'Playford City', 'country_name': 'Australia', 'country_code': 'AUS', 'timezone': 'Australia/Adelaide'}]"
sr:complex:47817,House of Sports,"[{'id': 'sr:venue:15270', 'name': 'Center Court', 'city_name': 'Eckental', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:15272', 'name': 'Court 1', 'city_name': 'Eckental', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}, {'id': 'sr:venue:25170', 'name': 'Court 2', 'city_name': 'Eckental', 'country_name': 'Germany', 'country_code': 'DEU', 'timezone': 'Europe/Berlin'}]"
